,Name,Age,Nationality,Preferred Foot,Height,Weight,Position,Overall
381,F. Smolov,28,Russia,Right,187.96,79.83235206067259,ST,81
382,L. Stindl,29,Germany,Right,180.34,79.83235206067259,CF,81
383,O. Toprak,28,Turkey,Right,185.42000000000002,83.00750242672207,CB,81
384,D. Perotti,29,Argentina,Right,177.8,69.85330805308853,LW,81
385,F. Muslera,32,Uruguay,Right,190.5,73.93564423800927,GK,81
386,B. Höwedes,30,Germany,Right,187.96,77.11079460405875,RCB,81
387,S. Kjær,29,Denmark,Right,187.96,83.91468824559335,RCB,81
388,S. Bender,29,Germany,Right,185.42000000000002,79.83235206067259,LCB,81
389,M. Valbuena,33,France,Right,167.64000000000001,63.049414411553926,LM,81
390,Pedro León,31,Spain,Right,182.88,73.028458419138,RM,81
391,K. Boateng,31,Ghana,Right,185.42000000000002,86.18265279277155,CM,81
392,L. Piszczek,33,Poland,Right,182.88,78.92516624180132,RB,81
393,A. Candreva,31,Italy,Right,180.34,69.85330805308853,RM,81
394,D. Wass,29,Denmark,Right,180.34,73.93564423800927,RB,81
395,E. Lamela,26,Argentina,Left,182.88,79.83235206067259,RM,81
396,D. Rose,27,England,Left,175.26,76.20360878518747,LB,81
397,C. Vela,29,Mexico,Left,177.8,77.11079460405875,RW,81
398,Renato Augusto,30,Brazil,Right,185.42000000000002,86.18265279277155,LCM,81
399,A. Valencia,32,Ecuador,Right,180.34,83.00750242672207,RM,81
400,L. Fabiański,33,Poland,Right,190.5,83.00750242672207,GK,81
401,João Moutinho,31,Portugal,Right,170.18,60.78144986437572,RCM,81
402,Borja Valero,33,Spain,Right,175.26,73.028458419138,CAM,81
403,F. Quagliarella,35,Italy,Right,180.34,78.92516624180132,RS,81
404,B. Gomis,32,France,Right,182.88,77.11079460405875,ST,81
405,Manuel Fernandes,32,Portugal,Right,175.26,74.84283005688056,LM,81
406,H. Herrera,28,Mexico,Right,182.88,72.12127260026672,CM,81
407,Raffael,33,Brazil,Right,175.26,68.94612223421724,CF,81
408,Nani,31,Portugal,Right,177.8,68.03893641534596,LM,81
409,J. Milner,32,England,Right,175.26,69.85330805308853,CM,81
410,J. Mathieu,34,France,Left,187.96,83.91468824559335,LCB,81
411,Joaquín,36,Spain,Right,177.8,74.84283005688056,LS,81
412,M. Gómez,21,Uruguay,Right,185.42000000000002,83.91468824559335,ST,80
413,K. Havertz,19,Germany,Left,187.96,83.00750242672207,CAM,80
414,T. Ndombele,21,France,Right,180.34,76.20360878518747,CM,80
415,H. Aouar,20,France,Right,175.26,69.85330805308853,LM,80
416,Carlos Soler,21,Spain,Right,180.34,76.20360878518747,RM,80
417,Odriozola,22,Spain,Right,175.26,66.2245647776034,RB,80
418,M. Almirón,24,Paraguay,Left,175.26,63.049414411553926,CAM,80
419,Welington Dano,30,Brazil,Left,177.8,68.94612223421724,LB,80
420,Everton Andrão,34,Brazil,Right,177.8,74.84283005688056,CDM,80
421,Oyarzabal,21,Spain,Left,180.34,78.01798042293004,CAM,80
422,F. Balbuena,26,Paraguay,Right,187.96,84.82187406446464,RCB,80
423,M. Marega,27,Mali,Right,185.42000000000002,83.00750242672207,RS,80
424,B. Pavard,22,France,Right,185.42000000000002,76.20360878518747,RB,80
425,W. Ndidi,21,Nigeria,Right,182.88,73.93564423800927,LDM,80
426,A. Onana,22,Cameroon,Right,187.96,92.98654643430615,GK,80
427,G. Lo Celso,22,Argentina,Left,175.26,69.85330805308853,RCM,80
428,M. Acuña,26,Argentina,Left,172.72,68.94612223421724,LB,80
429,Rúben Neves,21,Portugal,Right,180.34,79.83235206067259,LCM,80
430,Mariano,24,Dominican Republic,Right,180.34,76.20360878518747,ST,80
431,Raúl,28,Brazil,Left,187.96,81.19313078897952,CB,80
432,M. Caldara,24,Italy,Right,187.96,79.83235206067259,CB,80
433,M. Vecino,26,Uruguay,Right,187.96,81.19313078897952,LM,80
434,T. Bakayoko,23,France,Right,187.96,84.82187406446464,LCM,80
435,M. Dahoud,22,Germany,Right,177.8,68.03893641534596,CM,80
436,Rafa,25,Portugal,Right,172.72,66.2245647776034,RW,80
437,K. Baldé,23,Senegal,Right,180.34,79.83235206067259,RM,80
438,G. Rulli,26,Argentina,Right,187.96,83.91468824559335,GK,80
439,F. Armani,31,Argentina,Right,187.96,87.99702443051412,GK,80
440,Rony Lopes,22,Portugal,Left,175.26,68.03893641534596,RM,80
441,Santi Mina,22,Spain,Right,180.34,77.11079460405875,LS,80
442,K. Demirbay,24,Germany,Left,182.88,72.12127260026672,RCM,80
443,Gayà,23,Spain,Left,172.72,66.2245647776034,LB,80
444,André Gomes,24,Portugal,Right,187.96,83.91468824559335,LDM,80
445,N. Tagliafico,25,Argentina,Left,170.18,64.86378604929648,LB,80
446,M. Sanson,23,France,Right,180.34,73.028458419138,RDM,80
447,Pacheco,26,Spain,Left,185.42000000000002,81.19313078897952,GK,80
448,E. Can,24,Germany,Right,182.88,82.1003166078508,CM,80
449,H. Çalhanoğlu,24,Turkey,Right,177.8,76.20360878518747,CAM,80
450,M. Ginter,24,Germany,Right,187.96,83.00750242672207,RWB,80
451,M. Keane,25,England,Right,190.5,82.1003166078508,RCB,80
452,L. Paredes,24,Argentina,Right,180.34,74.84283005688056,CM,80
453,T. Stepanenko,28,Ukraine,Left,180.34,76.20360878518747,RDM,80
454,L. Shaw,22,England,Left,180.34,74.84283005688056,LB,80
455,Z. Feddal,28,Morocco,Left,190.5,83.00750242672207,CB,80
456,S. Haller,24,France,Right,190.5,91.17217479656358,RS,80
457,Bernard,25,Brazil,Right,165.1,59.87426404550445,LM,80
458,T. Inui,30,Japan,Right,170.18,63.049414411553926,LM,80
459,Portu,26,Spain,Right,177.8,69.85330805308853,RM,80
460,M. Batshuayi,24,Belgium,Right,185.42000000000002,78.01798042293004,ST,80
461,E. Zahavi,30,Israel,Right,182.88,71.21408678139544,LS,80
462,T. Vaclík,29,Czech Republic,Right,187.96,84.82187406446464,GK,80
463,N. Pope,26,England,Right,200.66,76.20360878518747,GK,80
464,Héctor Bellerín,23,Spain,Right,177.8,73.93564423800927,RB,80
465,P. Kadeřábek,26,Czech Republic,Right,182.88,81.19313078897952,RWB,80
466,J. Butland,25,England,Right,195.58,94.8009180720487,GK,80
467,J. Vestergaard,25,Denmark,Right,198.12,97.97606843809818,CB,80
468,J. Tarkowski,25,England,Right,193.04,81.19313078897952,RCB,80
469,Deulofeu,24,Spain,Right,177.8,73.028458419138,RS,80
470,E. Dier,24,England,Right,187.96,89.81139606825667,CDM,80
471,J. Murillo,26,Colombia,Right,182.88,78.01798042293004,LCB,80
472,M. Badelj,29,Croatia,Right,185.42000000000002,79.83235206067259,CDM,80
473,Ismaily,28,Brazil,Left,177.8,82.1003166078508,LB,80
474,N. Schulz,25,Germany,Left,180.34,78.01798042293004,LWB,80
475,L. Digne,24,France,Left,177.8,73.93564423800927,LB,80
476,M. Uth,26,Germany,Left,185.42000000000002,72.12127260026672,ST,80
477,Cristian Tello,26,Spain,Right,177.8,64.86378604929648,LM,80
478,D. Vida,29,Croatia,Right,182.88,76.20360878518747,LCB,80
479,L. Muriel,27,Colombia,Right,177.8,78.92516624180132,ST,80
480,V. Aboubakar,26,Cameroon,Right,182.88,82.1003166078508,ST,80
481,A. Oxlade-Chamberlain,24,England,Right,175.26,69.85330805308853,CM,80
482,S. Aurier,25,Ivory Coast,Right,175.26,76.20360878518747,RB,80
483,J. Matip,26,Cameroon,Right,193.04,89.81139606825667,CB,80
484,Y. Rakitskyi,28,Ukraine,Left,185.42000000000002,83.00750242672207,LCB,80
485,Sergi Enrich,28,Spain,Right,180.34,77.11079460405875,RS,80
486,A. Yarmolenko,28,Ukraine,Left,190.5,83.00750242672207,RM,80
487,Hugo Mallo,27,Spain,Right,175.26,72.12127260026672,RB,80
488,André Almeida,27,Portugal,Right,185.42000000000002,79.83235206067259,RB,80
489,D. Didavi,28,Germany,Left,180.34,77.11079460405875,CAM,80
490,R. Rodríguez,25,Switzerland,Left,180.34,77.11079460405875,LB,80
491,R. Pereyra,27,Argentina,Right,182.88,77.11079460405875,LM,80
492,Mario Gaspar,27,Spain,Right,182.88,73.93564423800927,RB,80
493,Maicon,29,Brazil,Right,190.5,88.90421024938539,CB,80
494,D. Blind,28,Netherlands,Left,180.34,72.12127260026672,LB,80
495,J. Zoet,27,Netherlands,Right,187.96,87.99702443051412,GK,80
496,A. Ljajić,26,Serbia,Right,182.88,73.93564423800927,CAM,80
497,Canales,27,Spain,Left,180.34,73.93564423800927,RCM,80
498,Iago Falqué,28,Spain,Left,175.26,68.94612223421724,RW,80
499,L. de Jong,27,Netherlands,Right,187.96,86.18265279277155,ST,80
500,Guaita,31,Spain,Right,190.5,79.83235206067259,GK,80
501,Muniain,25,Spain,Right,170.18,63.049414411553926,CAM,80
502,Susaeta,30,Spain,Right,177.8,68.03893641534596,RW,80
503,S. Rudy,28,Germany,Right,177.8,73.93564423800927,CDM,80
504,K. Trapp,27,Germany,Right,187.96,86.18265279277155,GK,80
505,V. Wanyama,27,Kenya,Right,182.88,87.08983861164283,CDM,80
506,N. Nkoulou,28,Cameroon,Right,182.88,77.11079460405875,CB,80
507,R. Boudebouz,28,Algeria,Left,177.8,73.93564423800927,CAM,80
508,Camacho,28,Spain,Right,182.88,74.84283005688056,CDM,80
509,S. Ulreich,29,Germany,Right,193.04,83.91468824559335,GK,80
510,M. Musacchio,27,Argentina,Right,180.34,73.028458419138,RCB,80
511,C. Stuani,31,Uruguay,Right,185.42000000000002,72.12127260026672,ST,80
512,P. Gulácsi,28,Hungary,Right,193.04,86.18265279277155,GK,80
513,Bruno,34,Spain,Left,182.88,73.028458419138,CM,80
514,F. Delph,28,England,Left,175.26,78.01798042293004,LB,80
515,A. Lallana,30,England,Right,177.8,73.028458419138,CM,80
516,Marcelo,31,Brazil,Right,190.5,84.82187406446464,RCB,80
517,S. Coleman,29,Republic of Ireland,Right,177.8,67.13175059647469,RWB,80
518,Alexandre Pato,28,Brazil,Right,180.34,81.19313078897952,ST,80
519,Antunes,31,Portugal,Left,175.26,68.94612223421724,LB,80
520,Nacho Monreal,32,Spain,Left,177.8,72.12127260026672,LB,80
521,Beñat,31,Spain,Right,177.8,76.20360878518747,LCM,80
522,A. Fernández,32,Argentina,Right,177.8,73.028458419138,LDM,80
523,K. Gameiro,31,France,Right,172.72,69.85330805308853,ST,80
524,I. Piatti,33,Argentina,Right,180.34,76.20360878518747,LW,80
525,V. Birsa,31,Slovenia,Left,182.88,81.19313078897952,CAM,80
526,S. Romero,31,Argentina,Right,193.04,87.08983861164283,GK,80
527,D. Criscito,31,Italy,Left,182.88,74.84283005688056,LCB,80
528,D. Valeri,32,Argentina,Right,177.8,74.84283005688056,RF,80
529,D. Sturridge,28,England,Left,180.34,76.20360878518747,ST,80
530,Raúl García,31,Spain,Right,182.88,83.91468824559335,CAM,80
531,S. Defour,30,Belgium,Right,175.26,72.12127260026672,LCM,80
532,M. Škrtel,33,Slovakia,Right,190.5,81.19313078897952,LCB,80
533,S. Radu,31,Romania,Left,182.88,78.92516624180132,LCB,80
534,G. Cahill,32,England,Right,193.04,87.99702443051412,CB,80
535,L. Diarra,33,France,Right,175.26,73.93564423800927,CDM,80
536,L. Perrin,32,France,Right,180.34,79.83235206067259,RCB,80
537,Dante,34,Brazil,Left,187.96,84.82187406446464,CB,80
538,A. Granqvist,33,Sweden,Right,193.04,83.91468824559335,LCB,80
539,A. Gignac,32,France,Right,187.96,91.17217479656358,ST,80
540,M. Gómez,32,Germany,Right,187.96,88.90421024938539,LS,80
541,I. Akinfeev,32,Russia,Right,185.42000000000002,78.01798042293004,GK,80
542,I. Denisov,34,Russia,Right,175.26,69.85330805308853,RDM,80
543,Juanfran,33,Spain,Right,180.34,71.21408678139544,RB,80
544,Diego López,36,Spain,Right,195.58,88.90421024938539,GK,80
545,Santi Cazorla,33,Spain,Right,167.64000000000001,66.2245647776034,LCM,80
546,Jesús Navas,32,Spain,Right,170.18,59.87426404550445,RM,80
547,J. Mascherano,34,Argentina,Right,175.26,73.028458419138,LDM,80
548,A. Mirante,34,Italy,Right,193.04,78.92516624180132,GK,80
549,D. Srna,36,Croatia,Right,177.8,78.01798042293004,RB,80
550,B. Schweinsteiger,33,Germany,Right,182.88,78.92516624180132,LCB,80
551,Moyá,34,Spain,Right,187.96,83.00750242672207,GK,80
552,W. Rooney,32,England,Right,175.26,83.00750242672207,ST,80
553,Fernando Torres,34,Spain,Right,185.42000000000002,78.92516624180132,LS,80
554,S. Sorrentino,39,Italy,Right,185.42000000000002,84.82187406446464,GK,80
555,V. Tsygankov,20,Ukraine,Left,177.8,68.94612223421724,RM,79
556,Rúben Dias,21,Portugal,Right,185.42000000000002,82.1003166078508,RCB,79
557,David Neres,21,Brazil,Left,175.26,66.2245647776034,RW,79
558,Raphinha,21,Brazil,Left,175.26,68.03893641534596,RM,79
559,A. Harit,21,Morocco,Right,180.34,67.13175059647469,LCM,79
560,Richarlison,21,Brazil,Right,180.34,69.85330805308853,ST,79
561,L. Martínez,20,Argentina,Right,175.26,78.92516624180132,ST,79
562,F. Kessié,21,Ivory Coast,Right,182.88,76.20360878518747,CM,79
563,Luimo Boas Santos,30,Brazil,Right,175.26,73.028458419138,ST,79
564,Gabri Prestão,26,Brazil,Right,185.42000000000002,79.83235206067259,GK,79
565,Melvin Parrela,30,Brazil,Right,187.96,87.99702443051412,LCM,79
566,Antônio Chiamuloira,30,Brazil,Left,182.88,78.92516624180132,CB,79
567,Maikel Catarino,34,Brazil,Right,177.8,74.84283005688056,RB,79
568,A. Lunev,26,Russia,Right,187.96,79.83235206067259,GK,79
569,André Silva,22,Portugal,Right,185.42000000000002,78.92516624180132,ST,79
570,C. Pulisic,19,United States,Right,177.8,68.94612223421724,RM,79
571,M. Dmitrović,26,Serbia,Left,193.04,89.81139606825667,GK,79
572,L. Tousart,21,France,Right,185.42000000000002,83.00750242672207,RDM,79
573,Marcos Llorente,23,Spain,Right,182.88,73.028458419138,CDM,79
574,B. Verbič,24,Slovenia,Right,177.8,69.85330805308853,LM,79
575,S. Bergwijn,20,Netherlands,Right,177.8,78.01798042293004,LW,79
576,A. Diallo,22,France,Left,185.42000000000002,78.92516624180132,LCB,79
577,A. Golovin,22,Russia,Right,180.34,68.94612223421724,CAM,79
578,M. Campaña,29,Uruguay,Right,185.42000000000002,74.84283005688056,GK,79
579,C. Pavón,22,Argentina,Right,175.26,78.01798042293004,RW,79
580,K. Toko-Ekambi,25,Cameroon,Right,185.42000000000002,73.93564423800927,LS,79
581,Granell,29,Spain,Left,175.26,69.85330805308853,LWB,79
582,F. Cervi,24,Argentina,Left,165.1,62.14222859268264,LW,79
583,J. Weigl,22,Germany,Right,185.42000000000002,72.12127260026672,CDM,79
584,V. Lindelöf,23,Sweden,Right,187.96,79.83235206067259,CB,79
585,A. Rebić,24,Croatia,Right,185.42000000000002,78.01798042293004,CAM,79
586,A. Sanabria,22,Paraguay,Right,180.34,73.93564423800927,ST,79
587,R. Battaglia,26,Argentina,Right,187.96,78.92516624180132,CM,79
588,M. Philipp,24,Germany,Right,182.88,78.92516624180132,ST,79
589,A. Saint-Maximin,21,France,Right,172.72,67.13175059647469,RS,79
590,D. Zappacosta,26,Italy,Right,182.88,72.12127260026672,RB,79
591,L. Alario,25,Argentina,Right,182.88,78.01798042293004,ST,79
592,D. Benedetto,28,Argentina,Right,177.8,79.83235206067259,ST,79
593,I. Marcone,28,Argentina,Right,182.88,83.00750242672207,RDM,79
594,J. Gbamin,22,Ivory Coast,Right,185.42000000000002,83.00750242672207,RCM,79
595,J. Lerma,23,Colombia,Right,177.8,69.85330805308853,RCM,79
596,Ricardo Horta,23,Portugal,Right,172.72,63.049414411553926,LM,79
597,R. Zobnin,24,Russia,Right,182.88,74.84283005688056,LDM,79
598,M. Meyer,22,Germany,Right,172.72,68.03893641534596,LM,79
599,Bruma,23,Portugal,Right,172.72,69.85330805308853,LW,79
600,R. Centurión,25,Argentina,Right,175.26,73.93564423800927,RM,79
601,Jonny,24,Spain,Right,170.18,69.85330805308853,LWB,79
602,Otávio,23,Brazil,Right,172.72,71.21408678139544,RM,79
603,J. Hofmann,25,Germany,Right,175.26,69.85330805308853,CAM,79
604,N. Aké,23,Netherlands,Left,180.34,74.84283005688056,CB,79
605,J. Hector,28,Germany,Left,185.42000000000002,74.84283005688056,LWB,79
606,S. Kolašinac,25,Bosnia Herzegovina,Left,182.88,84.82187406446464,LB,79
607,G. Pizarro,28,Argentina,Right,185.42000000000002,73.93564423800927,LDM,79
608,Roger,27,Spain,Right,177.8,73.93564423800927,RS,79
609,Sergio Rico,24,Spain,Right,193.04,87.99702443051412,GK,79
610,L. Milivojević,27,Serbia,Right,185.42000000000002,79.83235206067259,RCM,79
611,D. Baselli,26,Italy,Right,182.88,69.85330805308853,CDM,79
612,K. Rekik,23,Netherlands,Left,185.42000000000002,78.92516624180132,CB,79
613,Denis Suárez,24,Spain,Right,175.26,68.94612223421724,CM,79
614,W. Orban,25,Hungary,Right,185.42000000000002,83.00750242672207,RCB,79
615,Mário Rui,27,Portugal,Left,170.18,67.13175059647469,LB,79
616,Iñigo Martínez,27,Spain,Left,182.88,77.11079460405875,LCB,79
617,K. Zouma,23,France,Right,190.5,96.16169680035563,CB,79
618,Roque Mesa,29,Spain,Right,170.18,73.93564423800927,CDM,79
619,J. Brooks,25,United States,Left,193.04,78.01798042293004,LCB,79
620,L. Karius,25,Germany,Right,187.96,87.08983861164283,GK,79
621,Zé Luís,27,Cape Verde,Left,182.88,87.99702443051412,ST,79
622,D. Klaassen,25,Netherlands,Right,177.8,69.85330805308853,LCM,79
623,M. Elyounoussi,23,Norway,Right,177.8,69.85330805308853,LM,79
624,L. Bittencourt,24,Germany,Right,170.18,62.14222859268264,LM,79
625,Sergi Darder,24,Spain,Right,180.34,71.21408678139544,RCM,79
626,J. Roussillon,25,France,Left,175.26,79.83235206067259,LB,79
627,D. Demme,26,Germany,Right,170.18,68.03893641534596,CDM,79
628,J. Gouweleeuw,26,Netherlands,Right,187.96,78.01798042293004,RCB,79
629,M. Rojo,28,Argentina,Left,187.96,79.83235206067259,CB,79
630,J. Veretout,25,France,Right,175.26,67.13175059647469,CDM,79
631,L. Kurzawa,25,France,Left,182.88,76.20360878518747,LB,79
632,G. Ramírez,27,Uruguay,Left,182.88,77.11079460405875,CAM,79
633,David López,28,Spain,Right,182.88,81.19313078897952,RCB,79
634,C. Tătăruşanu,32,Romania,Right,195.58,86.18265279277155,GK,79
635,A. Mandi,26,Algeria,Right,182.88,78.01798042293004,RCB,79
636,D. Sidibé,25,France,Right,182.88,81.19313078897952,RB,79
637,Y. Konoplyanka,28,Ukraine,Right,177.8,78.01798042293004,LW,79
638,S. Berghuis,26,Netherlands,Left,182.88,72.12127260026672,RW,79
639,H. Vanaken,25,Belgium,Right,195.58,79.83235206067259,CAM,79
640,Campaña,25,Spain,Right,177.8,69.85330805308853,CDM,79
641,M. van Ginkel,25,Netherlands,Right,185.42000000000002,82.1003166078508,CM,79
642,Nolito,31,Spain,Right,175.26,72.12127260026672,LM,79
643,M. Gregoritsch,24,Austria,Left,193.04,87.08983861164283,CAM,79
644,Ibai Gómez,28,Spain,Right,177.8,72.12127260026672,RM,79
645,Danilo,26,Brazil,Right,182.88,78.01798042293004,RB,79
646,R. Barkley,24,England,Right,185.42000000000002,87.08983861164283,CAM,79
647,M. Ryan,26,Australia,Right,182.88,82.1003166078508,GK,79
648,Sergio León,29,Spain,Right,177.8,73.028458419138,ST,79
649,B. Stambouli,27,France,Right,180.34,82.1003166078508,RCB,79
650,J. Guilavogui,27,France,Right,187.96,77.11079460405875,CDM,79
651,Sérgio Oliveira,26,Portugal,Right,180.34,72.12127260026672,CM,79
652,D. Caligiuri,30,Italy,Right,182.88,79.83235206067259,RWB,79
653,C. Wilson,26,England,Right,180.34,66.2245647776034,ST,79
654,P. Jones,26,England,Right,185.42000000000002,71.21408678139544,CB,79
655,Borja García,27,Spain,Right,175.26,72.12127260026672,LM,79
656,Y. Belhanda,28,Morocco,Right,177.8,74.84283005688056,CAM,79
657,G. Pezzella,27,Argentina,Right,185.42000000000002,81.19313078897952,RCB,79
658,Jaume Costa,30,Spain,Left,170.18,62.14222859268264,LB,79
659,C. Tosun,27,Turkey,Right,182.88,78.01798042293004,ST,79
660,Escudero,28,Spain,Left,175.26,72.12127260026672,LM,79
661,Kike García,28,Spain,Right,185.42000000000002,78.92516624180132,ST,79
662,Elkeson,28,Brazil,Right,180.34,77.11079460405875,ST,79
663,Ricardo Goulart,27,Brazil,Right,180.34,79.83235206067259,CF,79
664,J. Guðmundsson,27,Iceland,Left,177.8,77.11079460405875,RM,79
665,N. Clyne,27,England,Right,175.26,67.13175059647469,RB,79
666,M. Hitz,30,Switzerland,Right,193.04,88.90421024938539,GK,79
667,De Marcos,29,Spain,Right,182.88,79.83235206067259,RB,79
668,B. Mee,28,England,Left,182.88,82.1003166078508,LCB,79
669,Rafael,27,Brazil,Right,172.72,78.01798042293004,RB,79
670,Iborra,30,Spain,Right,190.5,91.17217479656358,CDM,79
671,J. Wilshere,26,England,Left,172.72,68.03893641534596,CM,79
672,B. Hübner,28,Germany,Left,193.04,86.18265279277155,CB,79
673,Souza,29,Brazil,Right,187.96,79.83235206067259,CDM,79
674,F. Coquelin,27,France,Right,177.8,73.93564423800927,LCM,79
675,Alex Teixeira,28,Brazil,Right,172.72,69.85330805308853,LS,79
676,A. Dzagoev,28,Russia,Right,177.8,74.84283005688056,RDM,79
677,I. Smolnikov,29,Russia,Right,177.8,69.85330805308853,RB,79
678,Y. M'Vila,28,France,Right,182.88,79.83235206067259,LDM,79
679,K. Asamoah,29,Ghana,Left,172.72,74.84283005688056,LB,79
680,R. Zieler,29,Germany,Right,187.96,81.19313078897952,GK,79
681,D. Drinkwater,28,England,Right,177.8,81.19313078897952,CM,79
682,N. Kalinić,30,Croatia,Right,187.96,79.83235206067259,ST,79
683,Mariano,32,Brazil,Right,177.8,68.94612223421724,RB,79
684,S. Feghouli,28,Algeria,Right,175.26,74.84283005688056,RM,79
685,Adrien Silva,29,Portugal,Right,175.26,68.94612223421724,CM,79
686,Fernando,30,Brazil,Right,182.88,76.20360878518747,CDM,79
687,I. Traoré,30,Guinea,Left,170.18,60.78144986437572,RM,79
688,G. Mercado,31,Argentina,Right,180.34,83.00750242672207,RCB,79
689,N. Petersen,29,Germany,Right,187.96,83.91468824559335,RS,79
690,O. Karnezis,32,Greece,Right,190.5,81.19313078897952,GK,79
691,M. Sakho,28,France,Left,187.96,83.00750242672207,CB,79
692,Sidnei,28,Brazil,Right,187.96,87.99702443051412,LCB,79
693,S. Jovetić,28,Montenegro,Right,182.88,78.92516624180132,ST,79
694,Eder,31,Italy,Right,177.8,72.12127260026672,RS,79
695,J. Hernández,30,Mexico,Right,175.26,73.028458419138,ST,79
696,Fabricio,30,Spain,Right,182.88,79.83235206067259,GK,79
697,Kiko Casilla,31,Spain,Right,190.5,86.18265279277155,GK,79
698,Ángel,31,Spain,Right,172.72,68.03893641534596,ST,79
699,M. Schneiderlin,28,France,Right,185.42000000000002,74.84283005688056,CDM,79
700,M. Fellaini,30,Belgium,Right,193.04,84.82187406446464,CM,79
701,P. Wernbloom,32,Sweden,Right,187.96,84.82187406446464,CDM,79
702,D. Ospina,29,Colombia,Right,182.88,79.83235206067259,GK,79
